10/16/19,02:11:58.530Z,37.9476662,-122.0599976,3.38,"0km ESE of Pleasant Hill, CA"
10/16/19,01:07:05.665Z,36.1233,142.3265,4.5,"141km ENE of Hasaki, Japan"
10/15/19,23:21:37.226Z,36.07700348,-97.7726059,2.71,"11km ESE of Hennessey, Oklahoma"
10/15/19,19:56:47.815Z,4.7701,-82.5803,5.1,South of Panama
10/15/19,19:55:46.500Z,36.6556664,-121.2781677,2.63,"15km SSE of Tres Pinos, CA"
10/15/19,19:42:30.540Z,36.6455,-121.274,4.71,"17km SSE of Tres Pinos, CA"
10/15/19,19:24:55.970Z,19.042,-67.2621,2.85,"63km NNW of San Antonio, Puerto Rico"
10/15/19,19:10:23.430Z,19.0385,-67.1895,3.31,"61km N of San Antonio, Puerto Rico"
10/15/19,18:52:16.810Z,18.4955,-67.5631,2.75,"37km WNW of Rincon, Puerto Rico"
10/15/19,18:32:58.470Z,19.11,-67.1533,2.98,"68km NNW of Isabela, Puerto Rico"
10/15/19,17:36:00.196Z,-20.0306,-173.4319,4.9,"99km ESE of Pangai, Tonga"
10/15/19,16:59:11.190Z,19.0551,-67.1198,2.86,"62km N of Isabela, Puerto Rico"
10/15/19,16:40:56.475Z,56.349,-148.6728,4.2,"277km SE of Kodiak, Alaska"
10/15/19,15:37:58.403Z,-5.595,151.9533,4.7,"141km SSW of Kokopo, Papua New Guinea"
10/15/19,15:06:29.950Z,69.6561,-144.2681,2.6,"67km SSW of Kaktovik, Alaska"
10/15/19,14:57:28.032Z,42.0239,42.9101,4.4,"15km SW of Zestap'oni, Georgia"
10/15/19,14:42:03.338Z,-57.0406,-25.0924,4.9,"134km ESE of Visokoi Island, South Georgia and the South Sandwich Islands"
10/15/19,13:09:42.231Z,51.5675,-178.3505,4.4,"38km SSW of Tanaga Volcano, Alaska"
10/15/19,12:37:10.586Z,56.3673,-148.6514,4.4,"277km ESE of Kodiak, Alaska"
10/15/19,12:35:24.930Z,19.1996,-67.3535,3.09,"82km NNW of San Antonio, Puerto Rico"
10/15/19,12:12:05.820Z,19.073,-67.1793,3.1,"64km N of San Antonio, Puerto Rico"
10/15/19,11:54:53.684Z,39.2769,17.0694,4.5,"1km NE of Strongoli, Italy"
10/15/19,10:45:13.814Z,-14.3907,166.6176,5.1,"86km NNW of Port-Olry, Vanuatu"
10/15/19,10:19:43.260Z,36.5639992,-121.1555023,2.68,"4km NNW of Pinnacles, CA"
10/15/19,10:15:15.070Z,35.5606667,-117.4293333,2.49,"23km SSW of Trona, CA"
10/15/19,08:15:13.000Z,19.0906,-67.468,2.93,"76km NNW of San Antonio, Puerto Rico"
10/15/19,06:55:05.880Z,37.9373333,-122.0648333,2.57,"1km SSW of Pleasant Hill, CA"
10/15/19,05:33:42.810Z,37.938,-122.057,4.46,"1km SSE of Pleasant Hill, CA"
10/15/19,05:25:09.562Z,41.7269,-81.0506,2.6,"4km S of Madison, Ohio"
10/15/19,05:23:58.500Z,37.9375,-122.0595,2.45,"1km S of Pleasant Hill, CA"
10/15/19,04:28:12.470Z,19.232,-67.1625,2.57,"82km N of Isabela, Puerto Rico"
10/15/19,04:08:21.550Z,19.0655,-67.1926,2.69,"64km NNW of Isabela, Puerto Rico"
10/15/19,03:54:26.180Z,35.773,-117.5901667,2.48,"17km W of Searles Valley, CA"
10/15/19,03:53:26.113Z,-55.659,-26.8873,4.9,"117km N of Visokoi Island, South Georgia and the South Sandwich Islands"
10/15/19,03:00:14.509Z,-4.4564,101.0896,5.1,"149km WSW of Bengkulu, Indonesia"
10/15/19,02:44:45.740Z,19.5153333,-155.2846667,3.25,"9km NNW of Volcano, Hawaii"
10/15/19,01:37:35.901Z,5.6985,126.7143,4.5,"94km SE of Pondaguitan, Philippines"
10/15/19,01:19:57.850Z,19.0485,-67.1581,2.92,"61km N of San Antonio, Puerto Rico"
10/14/19,23:55:55.813Z,6.8472,124.9315,4.7,"2km ESE of Bagontapay, Philippines"
10/14/19,23:39:54.564Z,60.9375,-150.7865,2.9,"38km NE of Nikiski, Alaska"
10/14/19,23:18:45.179Z,-6.2801,130.1894,4.5,"222km NW of Saumlaki, Indonesia"
10/14/19,23:14:54.947Z,44.5751,146.7004,5.3,"86km N of Shikotan, Russia"
10/14/19,22:56:49.720Z,19.0365,-67.1618,3.09,"60km N of San Antonio, Puerto Rico"
10/14/19,22:36:20.100Z,19.1738,-67.2381,3.19,"76km N of San Antonio, Puerto Rico"
10/14/19,22:23:52.684Z,-4.5312,101.1508,5.9,"147km WSW of Bengkulu, Indonesia"
10/14/19,22:01:31.800Z,35.7876667,-117.6041667,2.49,"18km W of Searles Valley, CA"
10/14/19,22:00:10.537Z,-21.3263,-173.9835,5.2,"100km E of `Ohonua, Tonga"
10/14/19,21:33:20.785Z,-55.8242,-27.1124,5.6,"97km N of Visokoi Island, South Georgia and the South Sandwich Islands"
10/14/19,21:26:31.539Z,-8.9799,128.547,4.4,Timor Sea
10/14/19,21:26:28.410Z,19.4221,-65.1461,3.44,"112km N of Charlotte Amalie, U.S. Virgin Islands"
10/14/19,21:07:13.143Z,-6.0186,146.9634,5,"77km N of Lae, Papua New Guinea"
10/14/19,20:42:44.581Z,38.9029,14.7782,4.3,"50km NNW of Lipari, Italy"
10/14/19,19:28:19.400Z,10.4741,-62.3754,4.9,"13km SW of Guiria, Venezuela"
10/14/19,19:09:37.691Z,0.8868,97.0661,4.3,"192km SSE of Sinabang, Indonesia"
10/14/19,18:11:04.622Z,52.4697,172.3706,4.5,"69km SW of Attu Station, Alaska"
10/14/19,15:00:52.023Z,61.4142,-150.0056,2.8,"10km S of Big Lake, Alaska"
10/14/19,14:39:18.496Z,56.3566,-149.9288,3.3,"219km SE of Kodiak, Alaska"
10/14/19,14:31:36.550Z,19.052,-67.143,2.73,"70km NNW of Isabela, Puerto Rico"
10/14/19,14:09:26.820Z,34.6484,137.0353,4.3,"10km ESE of Toyohama, Japan"
10/14/19,13:15:02.954Z,68.8419,-146.2196,2.6,"84km NNW of Arctic Village, Alaska"
10/14/19,12:13:52.054Z,56.1724,-153.0656,4,"162km SSE of Larsen Bay, Alaska"
10/14/19,11:51:43.220Z,19.1375,-67.2616,2.77,"73km NNW of San Antonio, Puerto Rico"
10/14/19,11:37:16.160Z,39.2455,-111.4651667,2.74,"15km E of Manti, Utah"
10/14/19,11:28:40.540Z,19.298,-64.5253,3.11,"98km N of Road Town, British Virgin Islands"
10/14/19,10:01:05.703Z,53.268,-171.6859,3.6,"91km NNW of Amukta Island, Alaska"
10/14/19,09:00:16.690Z,18.1166,-67.4811,2.63,"31km W of Puerto Real, Puerto Rico"
10/14/19,08:04:19.140Z,19.2676,-67.3228,3.05,"89km NNW of San Antonio, Puerto Rico"
